256
0 21
21 0
0 38
38 0
0 53
53 0
0 59
59 0
0 85
85 0
0 118
118 0
0 119
119 0
0 121
121 0
0 138
138 0
1 10
10 1
1 29
29 1
1 42
42 1
1 110
110 1
1 129
129 1
1 190
190 1
1 197
197 1
1 208
208 1
1 212
212 1
1 218
218 1
1 227
227 1
1 246
246 1
1 252
252 1
2 10
10 2
2 38
38 2
2 70
70 2
2 74
74 2
2 169
169 2
2 192
192 2
2 220
220 2
2 241
241 2
3 131
131 3
3 152
152 3
3 177
177 3
3 185
185 3
3 237
237 3
4 42
42 4
4 67
67 4
4 87
87 4
4 96
96 4
4 101
101 4
4 111
111 4
4 137
137 4
4 185
185 4
4 208
208 4
4 216
216 4
5 20
20 5
5 45
45 5
5 51
51 5
5 111
111 5
5 129
129 5
5 137
137 5
5 166
166 5
5 175
175 5
5 176
176 5
5 202
202 5
5 212
212 5
5 222
222 5
5 223
223 5
6 42
42 6
6 119
119 6
6 124
124 6
6 156
156 6
6 215
215 6
6 250
250 6
7 12
12 7
7 14
14 7
7 88
88 7
7 108
108 7
7 130
130 7
7 146
146 7
7 152
152 7
7 158
158 7
7 164
164 7
7 168
168 7
7 178
178 7
7 203
203 7
7 222
222 7
8 10
10 8
8 77
77 8
8 85
85 8
8 145
145 8
8 186
186 8
8 227
227 8
9 19
19 9
9 22
22 9
9 35
35 9
9 55
55 9
9 82
82 9
9 121
121 9
9 132
132 9
9 174
174 9
9 177
177 9
9 203
203 9
9 206
206 9
10 20
20 10
10 27
27 10
10 40
40 10
10 161
161 10
10 194
194 10
10 196
196 10
10 251
251 10
11 43
43 11
11 69
69 11
11 82
82 11
11 113
113 11
11 145
145 11
11 167
167 11
11 173
173 11
11 180
180 11
11 188
188 11
11 193
193 11
11 204
204 11
12 15
15 12
12 29
29 12
12 31
31 12
12 54
54 12
12 55
55 12
12 69
69 12
12 81
81 12
12 82
82 12
12 111
111 12
12 128
128 12
12 148
148 12
12 156
156 12
12 161
161 12
12 172
172 12
12 179
179 12
12 181
181 12
12 201
201 12
12 202
202 12
12 226
226 12
13 28
28 13
13 90
90 13
13 97
97 13
13 99
99 13
13 105
105 13
13 114
114 13
13 133
133 13
13 150
150 13
13 183
183 13
13 194
194 13
13 217
217 13
13 223
223 13
13 241
241 13
13 249
249 13
14 22
22 14
14 29
29 14
14 82
82 14
14 143
143 14
15 17
