100
0 13
13 0
0 19
19 0
0 21
21 0
0 42
42 0
0 54
54 0
0 78
78 0
1 21
21 1
1 44
44 1
1 66
66 1
1 75
75 1
1 83
83 1
1 91
91 1
2 59
59 2
2 69
69 2
2 91
91 2
3 10
10 3
3 14
14 3
3 21
21 3
3 35
35 3
3 61
61 3
3 95
95 3
3 96
96 3
4 10
10 4
4 15
15 4
4 24
24 4
4 36
36 4
4 63
63 4
4 70
70 4
4 85
85 4
5 21
21 5
5 52
52 5
5 87
87 5
6 29
29 6
6 70
70 6
6 90
90 6
7 45
45 7
7 57
57 7
8 17
17 8
8 18
18 8
8 22
22 8
8 66
66 8
8 82
82 8
9 64
64 9
9 65
65 9
9 86
86 9
9 95
95 9
10 17
17 10
10 23
23 10
10 38
38 10
10 56
56 10
10 76
76 10
10 98
98 10
11 16
16 11
11 28
28 11
11 31
31 11
11 53
53 11
11 67
67 11
11 72
72 11
11 77
77 11
11 84
84 11
12 44
44 12
12 50
50 12
13 20
20 13
13 27
27 13
13 33
33 13
13 46
46 13
13 54
54 13
13 60
60 13
13 81
81 13
14 25
25 14
14 43
43 14
14 52
52 14
14 70
70 14
14 98
98 14
16 62
62 16
16 71
71 16
16 92
92 16
17 48
48 17
17 82
82 17
18 64
64 18
18 97
97 18
18 98
98 18
19 34
34 19
19 37
37 19
19 47
47 19
19 50
50 19
19 51
51 19
19 82
82 19
19 86
86 19
20 78
78 20
20 84
84 20
20 97
97 20
21 55
55 21
21 69
69 21
22 23
23 22
22 29
29 22
22 30
30 22
22 71
71 22
22 75
75 22
22 81
81 22
23 30
30 23
23 35
35 23
23 44
44 23
23 52
52 23
23 58
58 23
23 84
84 23
24 34
34 24
24 83
83 24
25 61
61 25
26 82
82 26
27 30
30 27
27 52
52 27
27 95
95 27
28 37
37 28
28 46
46 28
28 51
51 28
29 44
44 29
29 59
59 29
29 83
83 29
29 85
85 29
30 51
51 30
30 64
64 30
30 66
66 30
31 38
38 31
31 59
59 31
31 82
82 31
32 41
41 32
32 72
72 32
32 81
81 32
33 51
51 33
33 78
78 33
34 64
64 34
34 68
68 34
34 76
76 34
34 88
88 34
34 96
96 34
35 45
45 35
35 61
61 35
35 81
81 35
35 82
82 35
35 84
84 35
35 93
93 35
36 42
42 36
36 49
49 36
36 58
58 36
36 60
60 36
36 97
97 36
37 93
93 37
38 87
87 38
39 59
59 39
40 47
47 40
40 72
72 40
40 76
76 40
40 85
85 40
40 89
89 40
40 95
95 40
41 42
42 41
41 50
50 41
41 59
59 41
41 71
71 41
41 85
85 41
41 90
90 41
41 96
96 41
42 48
48 42
42 60
60 42
42 68
68 42
42 90
90 42
43 80
80 43
43 83
83 43
44 49
49 44
44 58
58 44
44 67
67 44
44 68
68 44
44 71
71 44
44 81
81 44
44 85
85 44
44 86
86 44
44 97
97 44
45 54
54 45
45 59
59 45
45 69
69 45
46 59
59 46
46 67
67 46
46 69
69 46
47 61
61 47
48 70
70 48
48 81
81 48
48 87
87 48
49 72
72 49
49 84
84 49
49 85
85 49
50 55
55 50
50 79
79 50
51 58
58 51
51 76
76 51
51 87
87 51
53 85
85 53
53 88
88 53
53 97
97 53
54 82
82 54
55 85
85 55
56 95
95 56
57 64
64 57
57 87
87 57
57 94
94 57
57 98
98 57
58 71
71 58
58 75
75 58
58 81
81 58
58 99
99 58
59 72
72 59
60 92
92 60
60 94
94 60
61 72
72 61
61 73
73 61
62 76
76 62
62 80
80 62
62 86
86 62
62 90
90 62
63 70
70 63
64 70
70 64
64 83
83 64
65 72
72 65
66 67
67 66
66 82
82 66
66 83
83 66
66 88
88 66
67 96
96 67
69 78
78 69
69 95
95 69
71 72
72 71
71 87
87 71
71 91
91 71
71 93
93 71
71 95
95 71
71 98
98 71
72 93
93 72
73 74
74 73
73 96
96 73
75 77
77 75
75 89
89 75
76 85
85 76
77 79
79 77
77 94
94 77
77 99
99 77
78 83
83 78
79 83
83 79
79 88
88 79
80 91
91 80
81 86
86 81
84 88
88 84
84 91
91 84
88 94
94 88
88 99
99 88
89 92
92 89
89 93
93 89
89 97
97 89
