20 92
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0 1
0 4
0 2
0 3
1 0
1 2
1 3
2 0
2 1
2 4
2 5
2 3
3 0
3 1
3 2
3 4
4 0
4 2
4 3
4 5
4 6
5 2
5 4
5 8
5 6
6 4
6 5
6 8
6 7
6 12
7 6
7 8
7 9
7 10
8 5
8 6
8 7
8 9
8 10
9 7
9 8
9 10
9 11
9 12
10 7
10 8
10 9
10 11
10 12
11 9
11 10
11 13
11 14
11 15
11 12
12 6
12 9
12 10
12 11
12 15
13 11
13 14
13 16
13 17
13 15
14 11
14 13
14 16
14 17
14 18
15 11
15 12
15 13
15 17
15 18
16 13
16 14
16 18
16 19
17 13
17 14
17 15
17 18
17 19
18 14
18 15
18 16
18 17
18 19
19 16
19 17
19 18
