38 82
4
4
5
5
4
4
5
4
5
4
5
5
4
4
4
4
4
5
6
6
4
4
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
0 1
0 23
0 24
0 25
1 0
1 2
1 22
2 1
2 3
3 2
3 4
3 26
4 3
4 5
4 6
4 22
5 4
5 27
5 28
5 29
6 4
6 7
6 30
7 6
7 8
7 11
8 7
8 9
9 8
9 10
9 31
10 9
10 11
11 10
11 7
11 12
12 11
12 13
12 22
12 32
13 12
13 14
13 21
14 13
14 15
14 33
15 14
15 16
15 34
16 15
16 17
16 20
17 16
17 18
17 19
18 17
19 17
20 16
20 21
20 35
21 20
21 13
21 36
22 12
22 1
22 4
22 37
23 0
24 0
25 0
26 3
27 5
28 5
29 5
30 6
31 9
32 12
33 14
34 15
35 20
36 21
37 22
