44 94
4
5
4
6
5
4
6
4
4
5
4
5
4
4
4
6
4
4
4
4
4
4
4
5
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
0 1
0 25
0 26
0 27
1 0
1 2
1 8
2 1
2 3
2 4
3 2
4 2
4 5
4 28
5 4
5 6
5 7
6 5
7 5
7 8
7 23
8 7
8 1
8 9
9 8
9 10
10 9
10 11
10 23
11 10
11 12
11 29
12 11
12 13
12 30
12 31
13 12
13 14
13 22
13 32
14 13
14 15
14 33
14 34
15 14
15 16
16 15
16 17
16 21
17 16
17 18
17 35
18 17
18 19
18 36
19 18
19 20
19 37
20 19
20 21
20 38
21 20
21 16
21 22
22 21
22 13
22 39
22 40
23 10
23 7
23 24
24 23
24 41
24 42
24 43
25 0
26 0
27 0
28 4
29 11
30 12
31 12
32 13
33 14
34 14
35 17
36 18
37 19
38 20
39 22
40 22
41 24
42 24
43 24
