56 116
4
4
6
5
4
4
4
4
10
4
5
4
6
5
4
4
4
4
4
4
5
4
4
4
4
4
4
4
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
0 1
0 29
0 30
0 31
1 0
1 2
1 3
2 1
3 1
3 4
3 32
4 3
4 5
4 28
5 4
5 6
5 33
6 5
6 7
6 34
7 6
7 8
7 9
8 7
9 7
9 10
9 28
10 9
10 11
10 35
11 10
11 12
11 13
12 11
13 11
13 14
13 15
14 13
14 36
14 37
14 38
15 13
15 16
15 39
15 40
16 15
16 17
16 27
17 16
17 18
17 41
18 17
18 19
18 42
19 18
19 20
19 26
20 19
20 21
20 25
21 20
21 22
21 43
21 44
22 21
22 23
22 45
22 46
23 22
23 24
23 47
23 48
24 23
24 25
24 49
24 50
25 24
25 20
25 51
25 52
26 19
26 27
26 53
27 26
27 16
27 54
28 9
28 4
28 55
29 0
30 0
31 0
32 3
33 5
34 6
35 10
36 14
37 14
38 14
39 15
40 15
41 17
42 18
43 21
44 21
45 22
46 22
47 23
48 23
49 24
50 24
51 25
52 25
53 26
54 27
55 28
