38 162
0 1
0 2
0 3
1 0
1 2
1 3
2 0
2 1
2 3
2 4
2 5
3 0
3 1
3 2
3 4
3 6
3 7
4 2
4 3
4 6
4 8
4 9
5 2
5 7
5 33
5 34
6 3
6 4
6 8
6 10
6 11
7 3
7 5
7 33
7 34
8 4
8 6
8 10
8 12
9 4
9 35
9 36
9 11
10 6
10 8
10 12
10 13
11 6
11 9
11 35
11 36
12 8
12 10
12 14
12 15
12 16
13 10
13 15
13 16
13 19
14 12
14 17
14 18
14 19
14 20
15 12
15 13
15 16
15 19
16 12
16 13
16 15
16 19
17 14
17 18
17 21
17 22
17 23
18 14
18 17
18 21
18 22
19 13
19 14
19 15
19 16
19 23
19 20
19 37
20 14
20 19
20 23
20 37
21 17
21 18
21 22
21 24
22 17
22 18
22 21
22 24
22 25
23 17
23 19
23 20
23 25
23 37
24 21
24 22
24 26
24 27
24 25
25 22
25 23
25 24
25 32
25 31
25 27
26 24
26 28
26 29
26 30
26 31
27 24
27 25
27 32
27 31
28 26
28 29
28 30
28 32
29 26
29 28
29 30
29 32
30 26
30 28
30 29
31 25
31 26
31 27
31 32
32 25
32 27
32 28
32 29
32 31
33 5
33 7
33 34
34 5
34 7
34 33
35 9
35 11
35 36
36 9
36 11
36 35
37 19
37 20
37 23
