48 100
4
4
4
4
4
4
5
4
6
5
4
4
4
5
4
4
4
4
4
9
4
4
5
6
4
4
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
0 1
0 27
0 28
0 29
1 0
1 2
1 26
2 1
2 3
2 30
3 2
3 4
3 5
4 3
4 31
4 32
4 33
5 3
5 6
5 24
6 5
6 7
6 34
7 6
7 8
7 9
8 7
9 7
9 10
9 35
10 9
10 11
10 12
10 36
11 10
11 37
11 38
11 39
12 10
12 13
12 23
13 12
13 14
14 13
14 15
14 22
15 14
15 16
15 21
16 15
16 17
16 40
17 16
17 18
17 41
18 17
18 19
18 20
19 18
20 18
20 21
20 42
21 20
21 15
21 43
22 14
22 23
23 22
23 12
24 5
24 25
24 26
25 24
25 44
25 45
25 46
26 24
26 1
26 47
27 0
28 0
29 0
30 2
31 4
32 4
33 4
34 6
35 9
36 10
37 11
38 11
39 11
40 16
41 17
42 20
43 21
44 25
45 25
46 25
47 26
